
Predictions were generated on 24-Feb-2026 at 21:59:04 using OpenFAST, compiled on Feb 11 2025 at 13:30:00 as a 64-bit application using single precision at commit v4.0.2
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #26: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	Wind1VelX	Wind1VelY	Wind1VelZ	BldPitch1	BldPitch2	BldPitch3	Azimuth	RotSpeed	NacYaw	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	TipDxb1	TipDyb1	TipDzb1	RootFxb2	RootFyb2	RootFzb2	RootMxb2	RootMyb2	RootMzb2	TipDxb2	TipDyb2	TipDzb2	RootFxb3	RootFyb3	RootFzb3	RootMxb3	RootMyb3	RootMzb3	TipDxb3	TipDyb3	TipDzb3	GenPwr	GenTq
(s)	(m/s)	(m/s)	(m/s)	(deg)	(deg)	(deg)	(deg)	(rpm)	(deg)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(m)	(m)	(m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(m)	(m)	(m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(m)	(m)	(m)	(kW)	(kN-m)
    0.0000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.210E+01	 0.000E+00	 1.174E+03	 0.000E+00	 0.000E+00	 0.000E+00	-4.265E-06	-1.924E+03	-6.760E+01	 1.286E+01	-2.525E-01	-3.320E+03	-5.460E+00	-3.985E+02	-6.793E+01	-1.505E+01	 1.719E-01	-6.727E+03	-3.135E+00	-3.413E+02	-6.793E+01	 1.392E+01	-5.978E-02	 4.527E+02	-5.965E-01	 1.261E+02	-1.845E-07	 0.000E+00	 0.000E+00	 0.000E+00	 1.552E+01	-9.074E+01	 7.061E+02	 8.198E+02	 1.056E+02	-1.508E-05	 0.000E+00	 0.000E+00	 0.000E+00	 1.871E+01	 9.061E+01	 7.060E+02	-8.201E+02	 1.788E+02	-4.622E-05	 0.000E+00	 0.000E+00	 0.000E+00	 5.000E+03	 4.309E+01
    0.1000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 7.224E+00	 1.189E+01	 0.000E+00	 1.118E+03	-1.066E-03	-3.341E-04	 0.000E+00	 2.743E+03	-2.006E+03	 1.141E+02	-3.489E+00	 8.990E+01	-3.348E+03	 2.572E+03	-6.354E+02	-2.803E+02	 2.341E+01	-2.476E+01	-6.755E+03	 2.467E+01	 5.972E+02	-2.803E+02	 1.941E+01	-6.252E+01	 4.462E+02	 9.209E+02	 3.906E+02	-5.698E+01	 1.628E-01	-4.841E-02	-3.866E-04	 2.173E+01	-1.523E+02	 7.272E+02	 2.097E+03	 3.369E+02	-5.807E+01	 1.856E-01	-1.306E-01	-6.905E-04	 2.551E+01	 5.704E+01	 6.742E+02	-5.625E+02	 4.510E+02	-5.346E+01	 1.946E-01	 4.015E-02	-6.082E-04	 4.782E+03	 4.329E+01
    0.2000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.425E+01	 1.163E+01	 0.000E+00	 1.113E+03	-3.730E-03	-2.697E-03	 0.000E+00	 4.886E+03	-2.191E+03	 3.392E+02	-6.253E+00	 4.078E+01	-3.411E+03	 4.773E+03	-1.053E+03	-5.368E+02	 4.128E+01	 1.692E+02	-6.819E+03	-5.487E+03	 8.105E+02	-5.368E+02	 3.457E+01	-6.651E+01	 4.380E+02	 1.957E+03	 1.002E+03	-6.407E+01	 5.867E-01	-3.474E-01	-6.137E-03	 3.508E+01	-1.594E+02	 7.400E+02	 3.947E+03	 9.238E+02	-7.024E+01	 7.266E-01	-6.206E-01	-1.192E-02	 3.903E+01	 1.128E+02	 6.314E+02	-1.186E+03	 1.141E+03	-5.317E+01	 7.248E-01	-1.134E-02	-8.022E-03	 4.750E+03	 4.315E+01
    0.3000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.130E+01	 1.186E+01	 0.000E+00	 1.140E+03	-6.928E-03	-7.490E-03	 0.000E+00	 6.178E+03	-2.700E+03	 5.513E+02	 3.158E+01	 4.633E+01	-3.475E+03	 6.004E+03	-1.614E+03	-9.842E+02	-7.992E+00	 2.055E+02	-6.883E+03	-6.229E+03	-8.660E+02	-9.843E+02	 4.821E+01	-9.440E+01	 4.403E+02	 2.852E+03	 1.653E+03	-7.430E+01	 1.253E+00	-5.516E-01	-2.681E-02	 5.589E+01	-1.865E+02	 7.394E+02	 5.500E+03	 1.942E+03	-9.801E+01	 1.539E+00	-9.926E-01	-4.505E-02	 6.200E+01	 1.498E+02	 6.017E+02	-2.362E+03	 2.223E+03	-4.495E+01	 1.474E+00	 1.206E-01	-3.295E-02	 4.695E+03	 4.165E+01
    0.4000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 2.841E+01	 1.178E+01	 0.000E+00	 1.176E+03	-9.575E-03	-1.434E-02	 0.000E+00	 4.897E+03	-3.642E+03	 1.042E+03	 5.414E+01	 7.272E+01	-3.516E+03	 4.647E+03	-2.664E+03	-1.347E+03	 2.012E+00	 5.701E+01	-6.924E+03	-1.092E+03	-7.964E+02	-1.347E+03	 5.264E+01	-1.281E+02	 4.349E+02	 3.011E+03	 2.320E+03	-7.231E+01	 2.096E+00	-5.527E-01	-7.131E-02	 1.005E+02	-2.032E+02	 7.252E+02	 5.611E+03	 3.611E+03	-1.078E+02	 2.358E+00	-1.016E+00	-8.915E-02	 9.587E+01	 1.720E+02	 5.740E+02	-3.987E+03	 3.628E+03	-1.287E+01	 2.246E+00	 4.247E-01	-7.645E-02	 4.787E+03	 4.120E+01
    0.5000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 3.544E+01	 1.170E+01	 0.000E+00	 1.159E+03	-9.730E-03	-2.191E-02	 0.000E+00	 1.663E+03	-3.861E+03	 1.715E+03	 3.583E+01	 6.368E+00	-3.522E+03	 1.576E+03	-3.222E+03	-1.195E+03	 7.860E+01	-2.483E+01	-6.929E+03	 2.773E+03	 1.335E+03	-1.196E+03	 7.395E+01	-1.219E+02	 4.345E+02	 2.706E+03	 3.467E+03	-7.198E+01	 2.875E+00	-5.614E-01	-1.285E-01	 1.491E+02	-1.462E+02	 7.171E+02	 4.157E+03	 5.283E+03	-9.880E+01	 3.031E+00	-8.586E-01	-1.341E-01	 1.259E+02	 2.173E+02	 5.505E+02	-5.286E+03	 4.893E+03	 1.344E+01	 2.883E+00	 5.781E-01	-1.240E-01	 4.825E+03	 4.210E+01
    0.6000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 4.242E+01	 1.151E+01	 0.000E+00	 1.108E+03	-4.521E-03	-2.818E-02	 0.000E+00	 1.365E+03	-2.743E+03	 2.129E+03	 5.564E+01	 2.913E+01	-3.488E+03	 1.290E+03	-2.354E+03	-5.584E+02	 3.929E+01	-1.122E+02	-6.896E+03	 5.893E+03	 7.559E+02	-5.585E+02	 1.174E+02	-1.637E+02	 4.382E+02	 3.217E+03	 4.918E+03	-6.690E+01	 3.350E+00	-5.951E-01	-1.654E-01	 1.653E+02	-1.181E+02	 7.045E+02	 2.630E+03	 6.072E+03	-6.247E+01	 3.528E+00	-5.720E-01	-1.762E-01	 1.357E+02	 1.790E+02	 5.354E+02	-4.676E+03	 5.434E+03	 2.363E+01	 3.270E+00	 5.211E-01	-1.572E-01	 4.481E+03	 4.091E+01
    0.7000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 4.924E+01	 1.125E+01	 0.000E+00	 1.072E+03	 7.997E-03	-3.325E-02	 0.000E+00	 2.716E+03	-1.064E+03	 2.217E+03	 1.083E+02	 1.270E+00	-3.441E+03	 2.770E+03	-9.023E+02	 3.871E+02	-5.820E+01	-1.287E+01	-6.848E+03	 3.389E+03	-6.214E+02	 3.871E+02	 1.580E+02	-1.750E+02	 4.435E+02	 4.133E+03	 5.960E+03	-9.549E+01	 3.447E+00	-8.092E-01	-1.701E-01	 1.517E+02	-5.146E+01	 6.927E+02	 1.187E+03	 5.893E+03	-5.062E+01	 3.681E+00	-4.099E-01	-1.938E-01	 1.338E+02	 1.422E+02	 5.155E+02	-2.742E+03	 5.306E+03	-1.863E+01	 3.240E+00	 1.341E-01	-1.506E-01	 4.178E+03	 3.941E+01
    0.8000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 5.600E+01	 1.132E+01	 0.000E+00	 1.074E+03	 2.805E-02	-3.829E-02	 0.000E+00	 5.008E+03	-2.061E+02	 2.423E+03	 1.207E+02	-8.305E+00	-3.412E+03	 5.110E+03	-5.706E+02	 9.115E+02	 4.668E-01	 9.937E+01	-6.820E+03	 3.143E+02	 3.320E+03	 9.119E+02	 1.556E+02	-1.946E+02	 4.471E+02	 5.071E+03	 5.766E+03	-1.132E+02	 3.299E+00	-9.903E-01	-1.584E-01	 1.353E+02	-7.387E+00	 6.970E+02	 2.281E+02	 5.249E+03	-3.895E+01	 3.376E+00	-2.726E-01	-1.645E-01	 1.179E+02	 8.996E+01	 4.900E+02	-4.555E+02	 4.607E+03	-5.740E+01	 2.888E+00	-2.772E-01	-1.199E-01	 4.025E+03	 3.791E+01
    0.9000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 6.280E+01	 1.134E+01	 0.000E+00	 1.111E+03	 5.401E-02	-4.499E-02	 0.000E+00	 5.581E+03	-3.060E+02	 2.829E+03	 1.156E+02	-8.826E+00	-3.408E+03	 5.671E+03	-1.216E+03	 8.106E+02	 1.570E+02	 9.368E+01	-6.815E+03	 1.075E+03	 1.076E+04	 8.113E+02	 1.090E+02	-2.102E+02	 4.490E+02	 5.204E+03	 4.378E+03	-1.017E+02	 3.057E+00	-9.675E-01	-1.436E-01	 1.162E+02	 1.498E+01	 7.041E+02	-5.688E+02	 4.343E+03	-2.484E+01	 2.818E+00	-8.830E-02	-1.155E-01	 8.408E+01	 4.929E+01	 4.521E+02	 7.203E+02	 3.449E+03	-6.491E+01	 2.472E+00	-4.321E-01	-9.159E-02	 3.998E+03	 3.641E+01
    1.0000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 6.961E+01	 1.137E+01	 0.000E+00	 1.130E+03	 8.226E-02	-5.403E-02	 0.000E+00	 3.271E+03	-4.352E+02	 2.982E+03	 1.598E+02	-5.157E+01	-3.420E+03	 3.438E+03	-1.466E+03	 5.795E+02	 2.177E+02	 5.769E+00	-6.828E+03	 5.053E+03	 1.577E+04	 5.803E+02	 7.187E+01	-1.853E+02	 4.631E+02	 4.313E+03	 3.104E+03	-7.921E+01	 2.683E+00	-7.980E-01	-1.154E-01	 9.526E+01	 4.931E+01	 7.060E+02	-1.298E+03	 3.441E+03	-2.315E+01	 2.261E+00	 4.083E-02	-7.526E-02	 5.889E+01	 6.208E+01	 4.156E+02	 1.451E+02	 2.509E+03	-5.301E+01	 2.072E+00	-3.095E-01	-6.644E-02	 3.901E+03	 3.491E+01
    1.1000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 7.641E+01	 1.127E+01	 0.000E+00	 1.109E+03	 1.090E-01	-6.405E-02	 0.000E+00	 1.247E+03	-6.015E+01	 2.577E+03	 2.181E+02	-4.764E+01	-3.439E+03	 1.411E+03	-9.292E+02	 5.152E+02	 2.170E+02	-1.533E+02	-6.846E+03	 1.100E+04	 1.880E+04	 5.160E+02	 7.521E+01	-1.846E+02	 4.835E+02	 3.484E+03	 2.861E+03	-5.298E+01	 2.188E+00	-5.492E-01	-7.415E-02	 7.639E+01	 3.752E+01	 7.012E+02	-1.185E+03	 2.725E+03	-2.374E+01	 1.857E+00	 9.213E-02	-5.153E-02	 5.981E+01	 6.991E+01	 3.897E+02	-1.197E+03	 2.296E+03	-3.003E+01	 1.707E+00	 3.199E-02	-4.429E-02	 3.663E+03	 3.341E+01
    1.2000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 8.310E+01	 1.101E+01	 0.000E+00	 1.065E+03	 1.324E-01	-7.305E-02	 0.000E+00	 6.528E+02	 3.701E+02	 2.058E+03	 2.453E+02	-7.558E+01	-3.448E+03	 8.625E+02	-3.922E+02	 4.199E+02	 2.625E+02	-1.685E+02	-6.857E+03	 1.258E+04	 2.267E+04	 4.209E+02	 9.457E+01	-1.808E+02	 5.056E+02	 3.293E+03	 3.123E+03	-5.123E+01	 1.764E+00	-4.804E-01	-4.513E-02	 6.894E+01	 2.877E+01	 6.875E+02	-3.496E+02	 2.378E+03	-3.658E+01	 1.623E+00	-6.612E-02	-3.914E-02	 7.426E+01	 9.389E+01	 3.682E+02	-2.404E+03	 2.574E+03	-2.211E+01	 1.454E+00	 2.800E-01	-3.125E-02	 3.381E+03	 3.211E+01
    1.3000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 8.966E+01	 1.091E+01	 0.000E+00	 1.032E+03	 1.520E-01	-7.897E-02	 0.000E+00	 2.293E+03	 2.188E+02	 2.033E+03	 2.710E+02	-7.791E+01	-3.437E+03	 2.434E+03	-3.530E+02	-2.622E+02	 3.134E+02	-1.014E+02	-6.846E+03	 1.103E+04	 2.633E+04	-2.606E+02	 9.200E+01	-1.900E+02	 5.254E+02	 3.980E+03	 2.944E+03	-6.194E+01	 1.602E+00	-6.186E-01	-3.856E-02	 7.495E+01	 1.678E+01	 6.643E+02	 8.142E+02	 2.455E+03	-5.202E+01	 1.538E+00	-3.162E-01	-3.496E-02	 7.869E+01	 9.991E+01	 3.588E+02	-2.623E+03	 2.687E+03	-2.428E+01	 1.399E+00	 3.129E-01	-2.850E-02	 3.212E+03	 3.148E+01
    1.4000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 9.620E+01	 1.087E+01	 0.000E+00	 1.040E+03	 1.673E-01	-8.096E-02	 0.000E+00	 4.378E+03	-2.503E+02	 2.410E+03	 3.035E+02	-5.263E+01	-3.416E+03	 4.374E+03	-5.480E+02	-1.202E+03	 3.391E+02	-4.920E+01	-6.825E+03	 9.338E+03	 2.882E+04	-1.200E+03	 7.319E+01	-2.076E+02	 5.364E+02	 4.883E+03	 2.450E+03	-7.507E+01	 1.643E+00	-8.008E-01	-4.482E-02	 8.945E+01	 1.530E+01	 6.330E+02	 1.266E+03	 2.829E+03	-5.818E+01	 1.555E+00	-4.259E-01	-3.509E-02	 7.532E+01	 7.836E+01	 3.557E+02	-1.948E+03	 2.605E+03	-3.176E+01	 1.470E+00	 1.931E-01	-3.119E-02	 3.173E+03	 3.085E+01
    1.5000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.027E+02	 1.094E+01	 0.000E+00	 1.070E+03	 1.773E-01	-7.946E-02	 0.000E+00	 4.402E+03	-1.154E+02	 2.631E+03	 3.181E+02	-6.956E+01	-3.408E+03	 4.425E+03	-6.745E+02	-1.278E+03	 3.700E+02	-1.305E+01	-6.817E+03	 8.162E+03	 3.082E+04	-1.275E+03	 7.231E+01	-2.049E+02	 5.455E+02	 5.114E+03	 2.439E+03	-8.009E+01	 1.699E+00	-8.752E-01	-4.920E-02	 9.940E+01	 5.782E+01	 6.035E+02	 1.554E+02	 3.162E+03	-5.065E+01	 1.640E+00	-2.766E-01	-3.734E-02	 7.613E+01	 5.255E+01	 3.523E+02	-1.004E+03	 2.646E+03	-4.083E+01	 1.530E+00	 1.549E-02	-3.323E-02	 3.227E+03	 3.051E+01
    1.6000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.093E+02	 1.096E+01	 0.000E+00	 1.084E+03	 1.818E-01	-7.524E-02	 0.000E+00	 2.870E+03	 6.808E+02	 2.467E+03	 3.276E+02	-7.226E+01	-3.423E+03	 2.983E+03	-7.124E+02	-4.341E+02	 3.802E+02	-7.283E+01	-6.832E+03	 9.642E+03	 3.160E+04	-4.320E+02	 9.092E+01	-2.037E+02	 5.527E+02	 4.650E+03	 2.959E+03	-7.103E+01	 1.726E+00	-7.573E-01	-4.673E-02	 9.814E+01	 1.069E+02	 5.818E+02	-1.996E+03	 3.256E+03	-2.791E+01	 1.743E+00	 1.241E-01	-4.261E-02	 8.405E+01	 4.395E+00	 3.470E+02	 6.293E+01	 2.851E+03	-4.458E+01	 1.547E+00	-1.155E-01	-3.317E-02	 3.259E+03	 3.041E+01
    1.7000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.158E+02	 1.081E+01	 0.000E+00	 1.064E+03	 1.812E-01	-6.932E-02	 0.000E+00	 1.018E+03	 1.503E+03	 2.284E+03	 3.434E+02	-7.538E+01	-3.453E+03	 1.226E+03	-9.024E+02	 4.217E+02	 3.590E+02	-1.399E+02	-6.862E+03	 1.122E+04	 3.094E+04	 4.231E+02	 1.058E+02	-1.855E+02	 5.590E+02	 3.860E+03	 3.406E+03	-6.143E+01	 1.779E+00	-6.079E-01	-4.599E-02	 9.501E+01	 1.607E+02	 5.659E+02	-4.101E+03	 3.246E+03	-8.284E+00	 1.775E+00	 5.058E-01	-4.792E-02	 8.828E+01	-3.709E+01	 3.373E+02	 1.144E+03	 2.937E+03	-5.049E+01	 1.562E+00	-2.717E-01	-3.395E-02	 3.188E+03	 3.029E+01
    1.8000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.223E+02	 1.066E+01	 0.000E+00	 1.024E+03	 1.757E-01	-6.256E-02	 0.000E+00	 8.739E+02	 1.839E+03	 2.261E+03	 3.309E+02	-6.920E+01	-3.481E+03	 1.077E+03	-1.213E+03	 4.879E+02	 3.658E+02	-1.286E+02	-6.890E+03	 1.018E+04	 3.051E+04	 4.890E+02	 1.007E+02	-1.681E+02	 5.685E+02	 3.430E+03	 3.339E+03	-5.917E+01	 1.879E+00	-5.534E-01	-5.133E-02	 9.409E+01	 1.892E+02	 5.574E+02	-4.952E+03	 3.196E+03	-3.359E+00	 1.729E+00	 6.481E-01	-4.770E-02	 8.230E+01	-7.319E+01	 3.233E+02	 2.297E+03	 2.800E+03	-5.880E+01	 1.616E+00	-4.694E-01	-3.826E-02	 3.029E+03	 2.992E+01
    1.9000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.286E+02	 1.053E+01	 0.000E+00	 1.001E+03	 1.650E-01	-5.561E-02	 0.000E+00	 2.523E+03	 1.878E+03	 2.167E+03	 2.961E+02	-5.034E+01	-3.490E+03	 2.641E+03	-1.318E+03	 6.016E+01	 3.760E+02	-4.169E+01	-6.898E+03	 6.657E+03	 2.956E+04	 6.164E+01	 8.864E+01	-1.605E+02	 5.788E+02	 3.482E+03	 3.048E+03	-6.096E+01	 1.943E+00	-5.906E-01	-5.690E-02	 9.045E+01	 1.798E+02	 5.478E+02	-4.280E+03	 3.059E+03	-1.129E+01	 1.680E+00	 5.143E-01	-4.365E-02	 7.374E+01	-1.011E+02	 3.071E+02	 3.185E+03	 2.631E+03	-6.555E+01	 1.691E+00	-6.277E-01	-4.432E-02	 2.904E+03	 2.934E+01
    2.0000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.349E+02	 1.052E+01	 0.000E+00	 1.011E+03	 1.495E-01	-4.883E-02	 0.000E+00	 3.966E+03	 1.972E+03	 1.807E+03	 2.775E+02	-3.459E+01	-3.470E+03	 4.020E+03	-1.078E+03	-1.869E+02	 3.191E+02	 4.273E+01	-6.879E+03	 3.275E+03	 2.613E+04	-1.852E+02	 9.035E+01	-1.445E+02	 5.881E+02	 3.498E+03	 3.052E+03	-6.433E+01	 1.900E+00	-6.374E-01	-5.490E-02	 8.569E+01	 1.557E+02	 5.300E+02	-2.864E+03	 2.928E+03	-2.587E+01	 1.676E+00	 2.252E-01	-4.097E-02	 7.534E+01	-1.007E+02	 2.973E+02	 3.201E+03	 2.696E+03	-6.525E+01	 1.747E+00	-6.512E-01	-4.752E-02	 2.878E+03	 2.881E+01
    2.1000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.413E+02	 1.058E+01	 0.000E+00	 1.035E+03	 1.297E-01	-4.201E-02	 0.000E+00	 3.951E+03	 1.904E+03	 1.384E+03	 2.523E+02	-8.868E+00	-3.429E+03	 3.943E+03	-6.495E+02	-3.173E+02	 2.469E+02	 3.075E+01	-6.837E+03	 2.861E+03	 2.178E+04	-3.159E+02	 9.516E+01	-1.307E+02	 5.958E+02	 3.123E+03	 3.161E+03	-5.882E+01	 1.816E+00	-5.715E-01	-4.876E-02	 8.609E+01	 1.219E+02	 5.046E+02	-1.609E+03	 2.960E+03	-3.523E+01	 1.705E+00	 4.897E-03	-4.132E-02	 8.332E+01	-8.863E+01	 2.960E+02	 2.290E+03	 2.973E+03	-5.166E+01	 1.799E+00	-4.683E-01	-4.749E-02	 2.919E+03	 2.852E+01
    2.2000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.476E+02	 1.055E+01	 0.000E+00	 1.044E+03	 1.073E-01	-3.462E-02	 0.000E+00	 2.359E+03	 1.606E+03	 1.098E+03	 1.987E+02	-5.655E+00	-3.385E+03	 2.345E+03	-2.381E+02	-4.200E+02	 2.127E+02	-2.326E+01	-6.793E+03	 3.899E+03	 1.818E+04	-4.192E+02	 9.131E+01	-1.104E+02	 6.036E+02	 2.362E+03	 3.065E+03	-4.914E+01	 1.761E+00	-4.263E-01	-4.476E-02	 8.964E+01	 1.045E+02	 4.724E+02	-1.142E+03	 3.115E+03	-3.607E+01	 1.753E+00	-6.368E-02	-4.312E-02	 8.770E+01	-7.128E+01	 3.015E+02	 1.011E+03	 3.214E+03	-3.393E+01	 1.863E+00	-2.039E-01	-4.874E-02	 2.933E+03	 2.841E+01
    2.3000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.539E+02	 1.044E+01	 0.000E+00	 1.022E+03	 8.395E-02	-2.601E-02	 0.000E+00	 9.265E+02	 1.334E+03	 1.008E+03	 1.547E+02	-3.972E+00	-3.362E+03	 9.100E+02	 4.656E+01	-5.192E+02	 1.598E+02	-6.317E+01	-6.770E+03	 4.368E+03	 1.398E+04	-5.188E+02	 8.038E+01	-9.120E+01	 6.089E+02	 1.744E+03	 2.797E+03	-4.228E+01	 1.737E+00	-3.158E-01	-4.380E-02	 9.169E+01	 1.046E+02	 4.394E+02	-1.333E+03	 3.240E+03	-3.107E+01	 1.808E+00	-1.869E-02	-4.574E-02	 8.435E+01	-6.796E+01	 3.153E+02	 4.137E+02	 3.198E+03	-2.493E+01	 1.923E+00	-6.810E-02	-5.230E-02	 2.854E+03	 2.825E+01
    2.4000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.602E+02	 1.028E+01	 0.000E+00	 9.879E+02	 6.075E-02	-1.622E-02	 0.000E+00	 1.133E+03	 1.409E+03	 9.688E+02	 1.310E+02	 1.568E+01	-3.375E+03	 1.074E+03	-2.404E+01	-5.601E+02	 8.736E+01	-4.498E+01	-6.783E+03	 2.721E+03	 9.313E+03	-5.599E+02	 7.458E+01	-8.209E+01	 6.100E+02	 1.678E+03	 2.643E+03	-4.200E+01	 1.702E+00	-3.156E-01	-4.249E-02	 9.011E+01	 1.157E+02	 4.102E+02	-1.818E+03	 3.247E+03	-2.454E+01	 1.856E+00	 6.700E-02	-4.876E-02	 7.803E+01	-9.291E+01	 3.317E+02	 1.164E+03	 3.014E+03	-3.226E+01	 1.943E+00	-1.874E-01	-5.445E-02	 2.722E+03	 2.787E+01
    2.5000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.663E+02	 1.019E+01	 0.000E+00	 9.714E+02	 3.831E-02	-6.310E-03	 0.000E+00	 2.534E+03	 1.808E+03	 8.115E+02	 9.297E+01	 2.755E+01	-3.422E+03	 2.447E+03	-5.594E+02	-5.238E+02	 6.849E+01	 5.293E+01	-6.830E+03	-1.393E+03	 6.259E+03	-5.235E+02	 7.742E+01	-7.329E+01	 6.104E+02	 1.936E+03	 2.684E+03	-4.723E+01	 1.661E+00	-4.006E-01	-4.062E-02	 8.503E+01	 1.397E+02	 3.852E+02	-2.473E+03	 3.166E+03	-1.952E+01	 1.881E+00	 1.559E-01	-5.103E-02	 7.438E+01	-1.373E+02	 3.434E+02	 2.958E+03	 2.875E+03	-5.361E+01	 1.911E+00	-5.154E-01	-5.479E-02	 2.626E+03	 2.735E+01
    2.6000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.724E+02	 1.020E+01	 0.000E+00	 9.822E+02	 1.735E-02	 2.407E-03	 0.000E+00	 3.730E+03	 2.289E+03	 6.044E+02	 5.362E+01	 4.213E+01	-3.480E+03	 3.604E+03	-1.248E+03	-5.380E+02	 6.800E+01	 1.306E+02	-6.887E+03	-4.763E+03	 3.901E+03	-5.379E+02	 8.364E+01	-6.282E+01	 6.086E+02	 1.983E+03	 2.837E+03	-4.940E+01	 1.652E+00	-4.390E-01	-3.983E-02	 8.079E+01	 1.612E+02	 3.654E+02	-3.230E+03	 3.101E+03	-1.283E+01	 1.867E+00	 2.815E-01	-5.134E-02	 7.321E+01	-1.885E+02	 3.482E+02	 4.841E+03	 2.798E+03	-7.429E+01	 1.863E+00	-8.466E-01	-5.622E-02	 2.612E+03	 2.690E+01
    2.7000	 4.030E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.785E+02	 1.023E+01	 0.000E+00	 1.003E+03	-1.315E-03	 9.100E-03	 0.000E+00	 3.409E+03	 2.643E+03	 4.154E+02	 3.972E+01	 5.769E+01	-3.517E+03	 3.249E+03	-1.674E+03	-6.028E+02	 2.023E+01	 1.175E+02	-6.924E+03	-5.059E+03	 4.821E+02	-6.027E+02	 8.738E+01	-4.037E+01	 6.024E+02	 1.396E+03	 2.986E+03	-4.444E+01	 1.686E+00	-3.523E-01	-4.047E-02	 7.932E+01	 1.744E+02	 3.512E+02	-3.949E+03	 3.061E+03	-5.781E+00	 1.817E+00	 4.260E-01	-4.994E-02	 7.166E+01	-2.201E+02	 3.496E+02	 5.830E+03	 2.714E+03	-8.288E+01	 1.835E+00	-1.009E+00	-5.777E-02	 2.643E+03	 2.667E+01
