
Predictions were generated on 24-Feb-2026 at 22:01:18 using OpenFAST, compiled on Feb 11 2025 at 13:30:00 as a 64-bit application using single precision at commit v4.0.2
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #26: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	Wind1VelX	Wind1VelY	Wind1VelZ	BldPitch1	BldPitch2	BldPitch3	Azimuth	RotSpeed	NacYaw	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	TipDxb1	TipDyb1	TipDzb1	RootFxb2	RootFyb2	RootFzb2	RootMxb2	RootMyb2	RootMzb2	TipDxb2	TipDyb2	TipDzb2	RootFxb3	RootFyb3	RootFzb3	RootMxb3	RootMyb3	RootMzb3	TipDxb3	TipDyb3	TipDzb3	GenPwr	GenTq
    0.9000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 6.282E+01	 1.134E+01	 5.000E+00	 1.111E+03	 6.683E-02	-3.972E-02	 0.000E+00	 5.561E+03	-8.441E+02	 2.809E+03	 1.380E+02	 1.482E+00	-3.406E+03	 5.711E+03	-8.914E+02	 3.225E+02	 1.656E+02	 1.058E+02	-6.813E+03	 1.409E+02	 1.245E+04	 3.234E+02	 1.006E+02	-2.083E+02	 4.505E+02	 5.148E+03	 4.003E+03	-9.616E+01	 2.833E+00	-9.440E-01	-1.246E-01	 1.182E+02	 1.449E+01	 7.032E+02	-5.286E+02	 4.488E+03	-2.424E+01	 2.990E+00	-1.089E-01	-1.307E-01	 8.829E+01	 4.940E+01	 4.518E+02	 7.181E+02	 3.606E+03	-6.222E+01	 2.584E+00	-4.404E-01	-1.001E-01	 4.002E+03	 3.645E+01
    1.0000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 6.963E+01	 1.137E+01	 5.000E+00	 1.131E+03	 9.587E-02	-4.632E-02	 0.000E+00	 3.288E+03	-9.309E+02	 2.602E+03	 1.767E+02	-3.615E+01	-3.419E+03	 3.497E+03	-9.494E+02	-2.369E+01	 2.330E+02	 2.075E+01	-6.826E+03	 3.759E+03	 1.771E+04	-2.272E+01	 6.793E+01	-1.841E+02	 4.644E+02	 4.262E+03	 2.907E+03	-7.567E+01	 2.533E+00	-7.782E-01	-1.034E-01	 9.440E+01	 4.772E+01	 7.057E+02	-1.221E+03	 3.517E+03	-2.212E+01	 2.445E+00	 1.302E-02	-8.899E-02	 7.420E+01	 6.199E+01	 4.157E+02	 1.343E+02	 2.992E+03	-5.015E+01	 2.220E+00	-3.166E-01	-7.437E-02	 3.906E+03	 3.495E+01
    1.1000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 7.644E+01	 1.127E+01	 5.000E+00	 1.110E+03	 1.234E-01	-5.395E-02	 0.000E+00	 1.277E+03	-4.201E+02	 2.287E+03	 2.408E+02	-2.848E+01	-3.439E+03	 1.460E+03	-5.545E+02	 8.934E+01	 2.350E+02	-1.341E+02	-6.847E+03	 9.331E+03	 2.091E+04	 9.023E+01	 7.978E+01	-1.836E+02	 4.850E+02	 3.439E+03	 2.935E+03	-5.182E+01	 2.114E+00	-5.348E-01	-6.838E-02	 8.340E+01	 3.558E+01	 7.009E+02	-1.102E+03	 2.995E+03	-2.186E+01	 2.010E+00	 6.631E-02	-5.988E-02	 7.699E+01	 6.973E+01	 3.899E+02	-1.206E+03	 2.872E+03	-2.570E+01	 1.917E+00	 2.031E-02	-5.423E-02	 3.669E+03	 3.345E+01
    1.2000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 8.312E+01	 1.102E+01	 5.000E+00	 1.066E+03	 1.478E-01	-6.076E-02	 0.000E+00	 6.768E+02	 1.685E+02	 2.019E+03	 2.743E+02	-5.416E+01	-3.450E+03	 8.968E+02	-2.419E+02	 2.098E+02	 2.851E+02	-1.435E+02	-6.858E+03	 1.051E+04	 2.506E+04	 2.108E+02	 1.032E+02	-1.799E+02	 5.071E+02	 3.256E+03	 3.352E+03	-5.109E+01	 1.769E+00	-4.733E-01	-4.450E-02	 8.166E+01	 2.739E+01	 6.872E+02	-2.942E+02	 2.790E+03	-3.534E+01	 1.762E+00	-8.556E-02	-4.512E-02	 8.506E+01	 9.380E+01	 3.685E+02	-2.398E+03	 3.022E+03	-1.586E+01	 1.732E+00	 2.595E-01	-4.373E-02	 3.387E+03	 3.213E+01
    1.3000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 8.970E+01	 1.092E+01	 5.000E+00	 1.034E+03	 1.686E-01	-6.475E-02	 0.000E+00	 2.307E+03	 9.335E+01	 2.017E+03	 2.896E+02	-5.286E+01	-3.438E+03	 2.457E+03	-1.121E+02	-3.842E+02	 3.544E+02	-7.443E+01	-6.847E+03	 8.696E+03	 2.935E+04	-3.825E+02	 9.854E+01	-1.900E+02	 5.267E+02	 3.962E+03	 3.161E+03	-6.250E+01	 1.678E+00	-6.192E-01	-4.165E-02	 8.439E+01	 1.693E+01	 6.647E+02	 8.149E+02	 2.794E+03	-5.139E+01	 1.708E+00	-3.284E-01	-4.262E-02	 8.559E+01	 9.936E+01	 3.586E+02	-2.592E+03	 3.047E+03	-1.696E+01	 1.701E+00	 2.861E-01	-4.205E-02	 3.219E+03	 3.150E+01
    1.4000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 9.624E+01	 1.088E+01	 5.000E+00	 1.042E+03	 1.849E-01	-6.519E-02	 0.000E+00	 4.371E+03	-3.668E+02	 2.292E+03	 3.236E+02	-2.583E+01	-3.418E+03	 4.379E+03	-9.776E+00	-1.294E+03	 3.665E+02	-1.944E+01	-6.826E+03	 6.754E+03	 3.155E+04	-1.291E+03	 7.751E+01	-2.076E+02	 5.377E+02	 4.886E+03	 2.619E+03	-7.686E+01	 1.749E+00	-8.092E-01	-5.003E-02	 9.388E+01	 1.722E+01	 6.331E+02	 1.209E+03	 3.065E+03	-5.819E+01	 1.767E+00	-4.317E-01	-4.539E-02	 8.296E+01	 7.729E+01	 3.559E+02	-1.898E+03	 2.969E+03	-2.527E+01	 1.759E+00	 1.638E-01	-4.475E-02	 3.180E+03	 3.089E+01
    1.5000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.028E+02	 1.095E+01	 5.000E+00	 1.071E+03	 1.956E-01	-6.266E-02	 0.000E+00	 4.406E+03	-2.678E+02	 2.454E+03	 3.511E+02	-4.140E+01	-3.412E+03	 4.442E+03	-1.298E+01	-1.377E+03	 3.730E+02	 2.001E+01	-6.821E+03	 5.374E+03	 3.294E+04	-1.374E+03	 7.877E+01	-2.056E+02	 5.466E+02	 5.146E+03	 2.643E+03	-8.158E+01	 1.782E+00	-8.866E-01	-5.318E-02	 1.049E+02	 5.986E+01	 6.035E+02	 7.143E+01	 3.438E+03	-4.908E+01	 1.860E+00	-2.766E-01	-4.837E-02	 8.881E+01	 5.076E+01	 3.534E+02	-9.489E+02	 3.107E+03	-3.525E+01	 1.796E+00	-1.096E-02	-4.569E-02	 3.234E+03	 3.055E+01
    1.6000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.094E+02	 1.098E+01	 5.000E+00	 1.085E+03	 2.006E-01	-5.795E-02	 0.000E+00	 2.888E+03	 4.222E+02	 2.389E+03	 3.566E+02	-4.235E+01	-3.429E+03	 3.018E+03	-2.515E+02	-6.504E+02	 4.047E+02	-3.897E+01	-6.838E+03	 6.776E+03	 3.439E+04	-6.482E+02	 9.717E+01	-2.053E+02	 5.539E+02	 4.700E+03	 3.148E+03	-7.134E+01	 1.784E+00	-7.690E-01	-4.943E-02	 1.092E+02	 1.085E+02	 5.828E+02	-2.064E+03	 3.661E+03	-2.330E+01	 1.944E+00	 1.234E-01	-5.274E-02	 9.724E+01	 3.054E+00	 3.472E+02	 9.774E+01	 3.346E+03	-3.947E+01	 1.824E+00	-1.387E-01	-4.612E-02	 3.267E+03	 3.046E+01
    1.7000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.159E+02	 1.083E+01	 5.000E+00	 1.066E+03	 2.006E-01	-5.198E-02	 0.000E+00	 1.031E+03	 1.156E+03	 2.313E+03	 3.653E+02	-4.398E+01	-3.458E+03	 1.273E+03	-6.619E+02	 9.001E+01	 4.098E+02	-1.074E+02	-6.867E+03	 8.379E+03	 3.456E+04	 9.138E+01	 1.083E+02	-1.865E+02	 5.604E+02	 3.897E+03	 3.499E+03	-6.176E+01	 1.836E+00	-6.188E-01	-4.893E-02	 1.077E+02	 1.617E+02	 5.675E+02	-4.126E+03	 3.688E+03	-1.301E+00	 1.982E+00	 4.956E-01	-5.845E-02	 9.710E+01	-3.706E+01	 3.368E+02	 1.144E+03	 3.359E+03	-4.666E+01	 1.879E+00	-2.936E-01	-4.957E-02	 3.197E+03	 3.034E+01
    1.8000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.224E+02	 1.067E+01	 5.000E+00	 1.026E+03	 1.957E-01	-4.554E-02	 0.000E+00	 8.874E+02	 1.524E+03	 2.199E+03	 3.602E+02	-3.810E+01	-3.483E+03	 1.147E+03	-8.467E+02	 2.443E+02	 3.996E+02	-9.601E+01	-6.892E+03	 7.373E+03	 3.371E+04	 2.455E+02	 1.029E+02	-1.680E+02	 5.696E+02	 3.435E+03	 3.417E+03	-5.830E+01	 1.925E+00	-5.583E-01	-5.380E-02	 1.019E+02	 1.886E+02	 5.584E+02	-4.924E+03	 3.541E+03	 4.433E+00	 1.979E+00	 6.258E-01	-6.091E-02	 9.120E+01	-7.277E+01	 3.239E+02	 2.278E+03	 3.208E+03	-5.713E+01	 1.944E+00	-4.883E-01	-5.540E-02	 3.040E+03	 2.997E+01
    1.9000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.287E+02	 1.055E+01	 5.000E+00	 1.003E+03	 1.856E-01	-3.931E-02	 0.000E+00	 2.538E+03	 1.611E+03	 2.017E+03	 3.323E+02	-2.200E+01	-3.490E+03	 2.717E+03	-7.129E+02	-6.382E+01	 3.890E+02	-7.650E+00	-6.898E+03	 3.891E+03	 3.222E+04	-6.223E+01	 9.491E+01	-1.595E+02	 5.798E+02	 3.451E+03	 3.210E+03	-5.990E+01	 1.967E+00	-5.867E-01	-5.770E-02	 9.735E+01	 1.779E+02	 5.485E+02	-4.209E+03	 3.394E+03	-4.584E+00	 1.956E+00	 4.829E-01	-5.812E-02	 8.634E+01	-1.006E+02	 3.087E+02	 3.159E+03	 3.113E+03	-6.521E+01	 2.001E+00	-6.439E-01	-6.089E-02	 2.915E+03	 2.940E+01
    2.0000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.350E+02	 1.054E+01	 5.000E+00	 1.013E+03	 1.705E-01	-3.364E-02	 0.000E+00	 3.982E+03	 1.572E+03	 1.721E+03	 3.031E+02	-8.438E+00	-3.469E+03	 4.061E+03	-3.322E+02	-4.139E+02	 3.469E+02	 7.317E+01	-6.878E+03	 7.424E+02	 2.924E+04	-4.120E+02	 9.388E+01	-1.429E+02	 5.899E+02	 3.431E+03	 3.160E+03	-6.331E+01	 1.940E+00	-6.280E-01	-5.683E-02	 9.711E+01	 1.534E+02	 5.310E+02	-2.772E+03	 3.375E+03	-2.144E+01	 1.952E+00	 1.902E-01	-5.509E-02	 8.918E+01	-1.009E+02	 2.983E+02	 3.190E+03	 3.224E+03	-6.535E+01	 2.033E+00	-6.676E-01	-6.272E-02	 2.891E+03	 2.887E+01
    2.1000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.414E+02	 1.061E+01	 5.000E+00	 1.037E+03	 1.513E-01	-2.829E-02	 0.000E+00	 3.963E+03	 1.475E+03	 1.401E+03	 2.773E+02	 1.588E+01	-3.428E+03	 3.938E+03	 7.018E+01	-5.941E+02	 2.792E+02	 5.403E+01	-6.836E+03	 6.983E+02	 2.509E+04	-5.925E+02	 9.669E+01	-1.283E+02	 5.979E+02	 3.041E+03	 3.232E+03	-5.824E+01	 1.886E+00	-5.625E-01	-5.252E-02	 9.903E+01	 1.202E+02	 5.053E+02	-1.535E+03	 3.460E+03	-3.209E+01	 1.996E+00	-2.873E-02	-5.646E-02	 9.541E+01	-8.927E+01	 2.971E+02	 2.310E+03	 3.437E+03	-5.053E+01	 2.058E+00	-4.891E-01	-6.150E-02	 2.932E+03	 2.859E+01
    2.2000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.478E+02	 1.058E+01	 5.000E+00	 1.046E+03	 1.295E-01	-2.265E-02	 0.000E+00	 2.375E+03	 1.321E+03	 1.216E+03	 2.379E+02	 1.534E+01	-3.386E+03	 2.327E+03	 2.417E+02	-6.634E+02	 2.333E+02	-2.537E+00	-6.794E+03	 2.008E+03	 2.126E+04	-6.625E+02	 9.537E+01	-1.083E+02	 6.053E+02	 2.294E+03	 3.212E+03	-4.856E+01	 1.844E+00	-4.205E-01	-4.889E-02	 1.020E+02	 1.033E+02	 4.727E+02	-1.107E+03	 3.611E+03	-3.282E+01	 2.070E+00	-9.094E-02	-6.035E-02	 9.679E+01	-7.238E+01	 3.037E+02	 1.061E+03	 3.555E+03	-3.097E+01	 2.086E+00	-2.285E-01	-6.134E-02	 2.947E+03	 2.849E+01
    2.3000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.541E+02	 1.047E+01	 5.000E+00	 1.024E+03	 1.063E-01	-1.601E-02	 0.000E+00	 9.478E+02	 1.206E+03	 1.195E+03	 1.905E+02	 1.238E+01	-3.367E+03	 8.966E+02	 2.246E+02	-7.378E+02	 2.024E+02	-4.338E+01	-6.774E+03	 2.724E+03	 1.772E+04	-7.374E+02	 8.848E+01	-9.048E+01	 6.115E+02	 1.716E+03	 3.043E+03	-4.179E+01	 1.824E+00	-3.160E-01	-4.778E-02	 1.036E+02	 1.050E+02	 4.398E+02	-1.350E+03	 3.732E+03	-2.648E+01	 2.144E+00	-3.861E-02	-6.477E-02	 9.127E+01	-6.978E+01	 3.170E+02	 4.793E+02	 3.467E+03	-2.120E+01	 2.102E+00	-9.168E-02	-6.262E-02	 2.869E+03	 2.834E+01
    2.4000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.603E+02	 1.031E+01	 5.000E+00	 9.905E+02	 8.296E-02	-8.284E-03	 0.000E+00	 1.152E+03	 1.310E+03	 1.191E+03	 1.573E+02	 3.019E+01	-3.381E+03	 1.065E+03	 1.115E+02	-8.036E+02	 1.485E+02	-3.155E+01	-6.789E+03	 1.480E+03	 1.354E+04	-8.033E+02	 8.282E+01	-8.242E+01	 6.134E+02	 1.692E+03	 2.897E+03	-4.211E+01	 1.810E+00	-3.249E-01	-4.766E-02	 1.016E+02	 1.175E+02	 4.107E+02	-1.871E+03	 3.744E+03	-1.870E+01	 2.199E+00	 5.181E-02	-6.873E-02	 8.437E+01	-9.489E+01	 3.329E+02	 1.223E+03	 3.256E+03	-2.925E+01	 2.080E+00	-2.061E-01	-6.223E-02	 2.739E+03	 2.797E+01
    2.5000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.665E+02	 1.022E+01	 5.000E+00	 9.742E+02	 6.008E-02	-4.393E-04	 0.000E+00	 2.550E+03	 1.649E+03	 1.096E+03	 1.291E+02	 4.033E+01	-3.427E+03	 2.457E+03	-1.813E+02	-8.470E+02	 9.778E+01	 6.077E+01	-6.834E+03	-2.256E+03	 9.535E+03	-8.467E+02	 8.324E+01	-7.388E+01	 6.125E+02	 1.974E+03	 2.905E+03	-4.817E+01	 1.802E+00	-4.177E-01	-4.768E-02	 9.868E+01	 1.408E+02	 3.863E+02	-2.520E+03	 3.703E+03	-1.290E+01	 2.209E+00	 1.421E-01	-7.010E-02	 8.086E+01	-1.380E+02	 3.456E+02	 2.983E+03	 3.086E+03	-5.185E+01	 2.020E+00	-5.274E-01	-6.084E-02	 2.644E+03	 2.745E+01
    2.6000	 4.470E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00	 1.726E+02	 1.023E+01	 5.000E+00	 9.851E+02	 3.844E-02	 6.319E-03	 0.000E+00	 3.746E+03	 2.119E+03	 9.150E+02	 9.349E+01	 5.132E+01	-3.481E+03	 3.664E+03	-6.970E+02	-8.844E+02	 7.879E+01	 1.383E+02	-6.889E+03	-5.414E+03	 6.568E+03	-8.841E+02	 8.918E+01	-6.351E+01	 6.100E+02	 2.025E+03	 3.064E+03	-5.066E+01	 1.809E+00	-4.580E-01	-4.774E-02	 9.581E+01	 1.609E+02	 3.671E+02	-3.239E+03	 3.654E+03	-5.435E+00	 2.173E+00	 2.635E-01	-6.865E-02	 7.959E+01	-1.880E+02	 3.511E+02	 4.824E+03	 2.996E+03	-7.331E+01	 1.959E+00	-8.504E-01	-6.133E-02	 2.630E+03	 2.701E+01
